gender,age,region,used_products,used_shampoo,usage_trigger,feeling_after_use,desired_compliment,expected_features,usage_occasion,occasion_reason,current_brand,brand_reason,pain_points,purchase_channels,main_channel,Target_Winning_Zone,pain_points_std,brand_reason_std
หญิง,55 ปีขึ้นไป,ภาคอีสาน,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,อยากลองใช้,ปิดผมขาวได้ แต่จริงๆแล้วการใช้งานไม่สะดวกเท่าที่มีการโฆษณา,ปิดผมขววได้จริง และผมยังอ่อนนุ่ม ไม่เสีย,ปิดผมหงอกเนียนสนิท,ย้อมผมหงอกเป็นปกติ เพราะมีกิจกรรมต้องไปทำตลอด,ไม่ระบุ,ตอนนี้ไม่ใช้แล้ว เพราะเลอะ,ไม่ระบุ,ไม่ระบุ,เคยซื้อจาก 7-11 ใช้แค่ 2ครั้ง ไม่สะดวก ตอนนี้เลิกใช้แล้ว,ไม่ระบุ,0,ไม่มีปัญหา / ไม่ระบุ,ไม่ระบุ
หญิง,55 ปีขึ้นไป,ภาคอีสาน,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ผมสวยสลวยดี,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,เพื่อความมั่นใจ,Oréline,ใช้มาตลอด..ผมไม่เสีย,ไม่มี,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะสีติดทน/สีสวย
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น ลดอายุดูดีกว่า,ดูดีสวย หน้าตาสดใส,"ได้สีผมเป็นธรรมชาติ, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, ราคาดี / คุ้มค่า","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",มีความสวยงาม มั่นใจดูไม่สูงอายุ,Lyora,มั่นใจในชื่อเสียงแบนด์ ใช้ดี ราคาดี ซื้อสะดวก,ราคาถูกขึ้น เพราะใช้บ่อย,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini), ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะสีติดทน/สีสวย
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เดินทางไปตจว,ดีหายคันหัวด้วย,ไม่เรียกป้า,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, มีสารบำรุง, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",มีการเดินทาง พบผู้คน,ความมั่นใจ,Indigo,ใช้ง่าย กลิ่นไม่ฉุน ผมนิ่มไม่แข็ง สมุนไพร,ไม่มี,"ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,ภาคตะวันออก,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,มีผมขาวตามอายุ,มีความสุข,สีนี้สวยเหมาะสมกับเรา,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, เมื่อถึงเวลาผมหงอก",ผู้หญิงอย่าหยุดสวย,Lyora,มีสีที่ต้องการ กลิ่นไม่แรง,ดีอยู่แล้ว,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะสีติดทน/สีสวย
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,ต้องไปสังสรรกับเพื่อน,มั่นใจขึ้น​ ดุดีขึ้น​ ไม่แก่,ดุดี​ ไม่แก่,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, ราคาดี / คุ้มค่า","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น",ดุดี​ ไม่แก่,HerbaSure,ใช้ง่าย​ ช่วงลดราคา,ราคาไม่แพง,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,35–44 ปี,กทม. & ปริมณฑล,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นโคนผมขาว,มั่นใจ ดูดีขึ่น,ดูเด็ก,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ถ่ายรูปติดบัตร เช่น บัตรประชาชน/ใบขับขี่/พาสปอร์ต, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ให้มั่นใจ,Lorisse,ใช้แล้วก็สะดวก ติดดี,อยากได้แบบออแกนิคจริง ไม่แสบหัว,"ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,ภาคอีสาน,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,รู้สึกดีดูไม่แก่มาก,ดูดีมาก,"ปิดผมหงอกเนียนสนิท, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก","บุคลิกภาพที่ดี,สวยงาม",LORISSE,ใช้ง่าย กลิ่นไม่ฉุน ผมไม่เสีย,ดีอยู่แล้ว,"ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ผมดำจัง,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ใช้งานง่าย ไม่ต้องผสม, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์",มั่นใจ,Lyora,ใช้ง่าย,ราคาสูง,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,ภาคอีสาน,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,ผมขาว,มั่นใจขึ้น,ผมสวย,"ปิดผมหงอกเนียนสนิท, กลิ่นไม่ฉุน, ราคาดี / คุ้มค่า",ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น,ความมั่นใจ,HerbaSure,ราคาดี,ไม่มี,"ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)","ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะราคา/ความคุ้มค่า
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ไม่ต้องชม แค่ใช้แล้วรู้สึกมั่นใจกว่าปล่อยผมขาว,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,ให้รู้สึกมั่นใจ,Florevia,หาง่าย ใช้ง่าย ติดนาน,ไม่ระบุ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะสีติดทน/สีสวย
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,ผมขาว,มั่นใจขึ้น,ไม่มีใครเคยทัก,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",ตัดผม,เห็นผมขาว,Kronwald,แบรนด์,ไม่คัน,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,"เหตุผลอื่น ๆ (เพื่อนแนะนำ, โฆษณา, พรีเซนเตอร์)"
หญิง,45–54 ปี,ภาคตะวันออก,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ดูดี,"ปิดผมหงอกเนียนสนิท, กลิ่นไม่ฉุน, สีไม่หลุดง่าย",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,ผมหงอกไม่มั่นใจ,DeeAsh,ใช้ง่าย,ไม่มี,"ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,ดูดี ไม่แก่,ดูสวยขึ้น,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ดูบุคลิกดีกว่ามีผมหงอก,Kronwald,ใช้ง่าย กลิ่นไม่ฉุน ไม่แสบหนังศรีษะ,ไม่มี,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ดูเด็กกว่าวัย,"ปิดผมหงอกเนียนสนิท, มีเฉดสีให้เลือกเยอะ, กลิ่นไม่ฉุน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",มันเห็นผมงอก ดูไม่ดี,Kronwald,คุ้นเคยชื่อแบรนด์,กลิ่นฉุน,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,"เหตุผลอื่น ๆ (เพื่อนแนะนำ, โฆษณา, พรีเซนเตอร์)"
หญิง,55 ปีขึ้นไป,ภาคตะวันตก,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เห็นเส้นผมขาว,ดีขึ้น,ผมสวยดี,ได้สีผมเป็นธรรมชาติ,"ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช",ไปไหนเพื่อจะได้ดูดี,HerbaSure,กินไม่ฉุน,พอใจ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)","เหตุผลอื่น ๆ (เพื่อนแนะนำ, โฆษณา, พรีเซนเตอร์)"
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), ไม่เคยใช้เลย",เคยใช้แชมพูปิดผมขาว,มีผมขาวมาก,มั่นใจ,สวยงาม,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ปกปิดผมขาว,HerbaSure,ใช้ง่าย,ไม่ก่อเกิดการแพ้สารเคมี,"ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)","ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,45–54 ปี,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,ปิดผมขาว,ดีจัง แต่มีสารเคมีมากมั้ยนะ,ดูไม่แก่เลย,"ปิดผมหงอกเนียนสนิท, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์",มั่นใจ,HerbaSure,สีติดทน,ไม่ระบุ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะสีติดทน/สีสวย
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,ผมขาว,ดูโทรมน้อยลง,สีผมสวย,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,รู้สึกผมเริ่มขาวมากกว่าปกติ,HerbaSure,หาซื้อง่าย,สารบำรุงผม,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
